,diravg,dirmax,dmgarea,dmgmoney,exintgtm,extingdt,humidcurr,humidmin,humidrel,ocurcause,ocurdo,ocurdt,ocuremd,ocurgm,ocurjibun,ocurri,ocursgg,ocuryoil,ownersec,rainamount,raindays,riskavg,riskmax,tempavg,windavg,windmax
4882,SSE, ,0.1,269,30,200112161340,0.0,0.0,13.0,입산자실화추정,경북,200112161310,북,경북,산50,소곡,울진,일,사,6.9,5,0.0,0.0,5.6,1.2,0.0
4883,NNW, ,0.02,100,31,200112161153,0.0,0.0,23.0,용접작업,부산,200112161122,일광,부산,산132-5,용천,기장,일,사,2.2,3,0.0,0.0,2.5,4.6,0.0
4884,WSW, ,0.5,0,140,200112150745,0.0,0.0,18.0,열차스파크추정,강원,200112150605,강동,강원,산52-1,산성우,강릉,토,사,2.8,5,0.0,0.0,-5.4,6.3,0.0
4885,WSW, ,0.2,0,125,200112141510,0.0,0.0,37.0,입산자실화추정,강원,200112141345,창죽,강원,산9-1, ,태백,금,사,12.5,5,0.0,0.0,-4.0,4.5,0.0
4886,WSW, ,2.7,13218,717,200112142035,0.0,0.0,40.0,철탑이설공사인부실화,강원,200112141318,황지,강원,산178, ,태백,금,사,12.5,5,0.0,0.0,-4.0,4.8,0.0
4887,E, ,2.0,0,105,200112111450,0.0,0.0,45.0,용접작업,충북,200112111345,음성,충북,산52-3,동음,음성,화,사,2.3,8,0.0,0.0,9.4,3.4,0.0
4888,N, ,0.07,0,18,200112101752,0.0,0.0,48.0,입산자실화추정,인천,200112101734,옥련,인천,산79-1, ,연수,월,사,0.5,2,0.0,0.0,4.8,2.4,0.0
4889,WNW, ,4.5,11685,546,200112100648,0.0,0.0,52.0,입산자실화추정,전남,200112100102,별량,전남,산187-2,금치,순천,월,사,1.5,6,0.0,0.0,3.0,0.5,0.0
4890,W, ,0.3,10,145,200112091700,0.0,0.0,30.0,입산자실화추정,강원,200112091515,호저,강원,산51,매호,원주,일,사,0.5,11,0.0,0.0,6.7,1.0,0.0
4891,NW, ,0.03,90,42,200112081350,0.0,0.0,25.0,입산자실화추정,경북,200112081308,남통,경북,산45-1, ,구미,토,사,1.0,4,0.0,0.0,7.8,1.9,0.0
4892,NNW, ,0.2,270,55,200112081125,0.0,0.0,41.0,입산자실화추정,경북,200112081030,선기,경북,산49-1, ,구미,토,사,1.0,4,0.0,0.0,4.3,2.1,0.0
4893,WNW, ,0.02,0,130,200112080650,0.0,0.0,26.0,밭두렁소각,강원,200112080520,평창,강원,산1,뇌운,평창,토,사,3.6,9,0.0,0.0,14.3,4.2,0.0
4894,N, ,0.1,0,40,200112080400,0.0,0.0,37.0,입산자실화추정,인천,200112080320,학익,인천,산95-3, ,남,토,사,5.4,7,0.0,0.0,0.7,0.6,0.0
4895,WNW, ,0.01,0,3,200112072006,0.0,0.0,33.0,방화추정,서울,200112072003,봉원,서울,산3-1, ,서대문,금,사,1.5,8,0.0,0.0,0.9,1.1,0.0
4896,NE, ,0.01,0,22,200112071243,0.0,0.0,29.0,담뱃불실화추정,서울,200112071221,봉천,서울,산115, ,관악,금,사,1.5,8,0.0,0.0,1.0,1.6,0.0
4897,WNW, ,0.02,0,21,200112062033,0.0,0.0,33.0,담뱃불실화추정,서울,200112062012,개포,서울,산48-1, ,강남,목,사,1.5,7,0.0,0.0,-0.2,2.5,0.0
4898,WNW, ,0.06,0,128,200112061708,0.0,0.0,27.0,입산자실화추정,서울,200112061540,봉천,서울,산113-3, ,관악,목,사,1.5,7,0.0,0.0,2.8,3.8,0.0
4899,WNW, ,0.01,0,129,200112061359,0.0,0.0,22.0,공장화재,서울,200112061230,상계,서울,산118-1, ,노원,목,사,1.5,7,0.0,0.0,2.0,3.4,0.0
4900,N, ,0.3,808,45,200112050600,0.0,0.0,42.0,입산자실화추정,인천,200112050515,마전,인천,산45-2, ,서,수,사,5.4,4,0.0,0.0,0.9,2.3,0.0
4901,NE, ,0.01,0,19,200112011341,0.0,0.0,38.0,담뱃불실화추정,서울,200112011322,도봉,서울,산98-1, ,도봉,토,사,1.5,2,0.0,0.0,6.1,1.5,0.0
4902,WSW, ,0.01,0,16,200111282036,0.0,0.0,58.0,담뱃불실화추정,서울,200111282020,쌍문,서울,산249, ,도봉,수,사,1.0,4,0.0,0.0,9.0,2.8,0.0
4903,SSW, ,0.01,0,25,200111271710,0.0,0.0,58.0,담뱃불실화추정,서울,200111271645,신림,서울,산170-135, ,관악,화,사,1.0,3,0.0,0.0,3.0,3.6,0.0
4904,NNW, ,0.01,0,21,200111270925,0.0,0.0,50.0,입산자실화추정,서울,200111270904,번,서울,산28-6, ,강북,화,사,1.0,3,0.0,0.0,-2.2,2.5,0.0
4905,NNE, ,0.02,54,20,200111261110,0.0,0.0,39.0,입산자실화추정,경남,200111261050,용원,경남,산25, ,진해,월,사,3.6,21,0.0,0.0,6.4,2.8,0.0
4906,W, ,0.2,100,205,200111252015,0.0,0.0,48.0,입산자실화추정,충북,200111251810,살미,충북,산1,공이,충주,일,사,1.8,20,0.0,0.0,3.3,3.3,0.0
4907,SE, ,0.01,27,15,200111251640,0.0,0.0,30.0,입산자실화추정,경남,200111251625,단장,경남,산194,구천,밀양,일,사,3.0,20,0.0,0.0,11.0,3.2,0.0
4908,NNW, ,0.2,540,230,200111251710,0.0,0.0,28.0,입산자실화추정,경남,200111251440,청덕,경남,산128,초곡,합천,일,사,14.5,28,0.0,0.0,11.8,3.6,0.0
4909,WNW, ,0.8,1400,215,200111241650,0.0,0.0,64.0,입산자실화추정,충북,200111241435,청천,중부,산11-1,삼송,괴산,토,국,1.5,19,0.0,0.0,10.4,0.7,0.0
4910,ENE, ,0.3,809,100,200111241330,0.0,0.0,54.0,성묘객실화,경북,200111241230,안평,경북,산52,하령,의성,토,사,0.5,26,0.0,0.0,11.3,0.4,0.0
4911,WNW, ,0.03,0,100,200111232000,0.0,0.0,34.0,입산자실화추정,경북,200111231900,와촌,경북,산37,대한,경산,금,사,2.0,18,0.0,0.0,12.9,1.3,0.0
4912,W, ,0.13,351,55,200111231440,0.0,0.0,29.0,담뱃불실화추정,부산,200111231345,청룡,부산,산2-1, ,금정,금,사,3.7,18,0.0,0.0,19.9,4.0,0.0
4913,정온, ,0.03,81,55,200111222015,0.0,0.0,73.0,입산자실화추정,경남,200111221920,화개,경남,산20,운수,하동,목,사,5.5,9,0.0,0.0,8.1,0.1,0.0
4914,WNW, ,0.5,1348,132,200111202140,0.0,0.0,78.0,입산자실화추정,전북,200111202008,옥도,전북,산48,어청도,군산,화,사,1.8,6,0.0,0.0,10.9,2.9,0.0
4915,SSW, ,0.05,135,20,200111201625,0.0,0.0,29.0,농산폐기물소각,경남,200111201605,고제,경남,산8,궁항,거창,화,사,1.0,15,0.0,0.0,16.5,0.7,0.0
4916,WNW, ,0.02,0,100,200111191530,0.0,0.0,26.0,담뱃불실화추정,서울,200111191430,중계,서울,산30-3, ,노원,월,사,3.3,14,0.0,0.0,13.7,1.6,0.0
4917,SW, ,0.5,0,2310,200111201330,0.0,0.0,35.0,군사훈련,경기,200111191420,양평,경기,산1-1,신애,양평,월,사,2.5,14,0.0,0.0,12.5,0.9,0.0
4918,NNW, ,0.01,0,40,200111190330,0.0,0.0,84.0,폭죽놀이,대전,200111190250,판암,대전,산30-1, ,동,월,사,1.9,14,0.0,0.0,0.1,0.9,0.0
4919,NNW, ,0.01,0,20,200111171340,0.0,0.0,38.0,입산자실화추정,인천,200111171320,만수,인천,산107, ,남동,토,사,4.1,12,0.0,0.0,12.9,2.0,0.0
4920,SE, ,0.01,50,33,200111170250,0.0,0.0,51.0,담뱃불실화추정,부산,200111170217,구포,부산,산42-1, ,북,토,사,3.7,12,0.0,0.0,7.9,1.3,0.0
4921,NNW, ,0.2,539,30,200111161750,0.0,0.0,30.0,입산자실화추정,경남,200111161720,죽림,경남,산15, ,사천,금,사,5.5,3,0.0,0.0,12.7,1.5,0.0
4922,E, ,0.1,270,110,200111131540,0.0,0.0,49.0,입산자실화추정,경북,200111131430,풍산,경북,산50,죽전,안동,화,사,0.6,7,0.0,0.0,25.1,2.1,0.0
4923,NNW, ,0.5,1300,1730,200111130730,0.0,0.0,42.0,군사훈련,충남,200111121400,소원,충남,산126,파도,태안,월,사,3.2,6,0.0,0.0,10.8,6.6,0.0
4924,SE, ,0.1,0,45,200111121050,0.0,0.0,74.0,입산자실화추정,대전,200111121005,반석,대전,산19-1, ,유성,월,사,1.9,7,0.0,0.0,10.1,0.6,0.0
4925,SSE, ,0.2,0,45,200111102115,0.0,0.0,65.0,입산자실화추정,전북,200111102030,우아1가,전북,산133, ,전주,토,사,5.6,5,0.0,0.0,8.2,2.0,0.0
4926,SW, ,0.2,20,137,200111050120,0.0,0.0,74.0,사찰화재,강원,200111042343,문곡,강원,산30, ,태백,일,사,1.5,7,0.0,0.0,8.3,1.7,0.0
4927,ENE, ,0.4,0,350,200110290224,0.0,0.0,60.0,방화추정,서울,200110282234,신림,서울,산1-1, ,관악,일,사,8.3,18,0.0,0.0,16.0,2.4,0.0
4928,SW, ,0.04,0,30,200110251305,0.0,0.0,54.0,입산자실화추정,인천,200110251235,효성,인천,산22, ,계양,목,사,3.1,15,0.0,0.0,22.2,3.2,0.0
4929,SW, ,0.1,0,350,200110221750,0.0,0.0,29.0,입산자실화추정,강원,200110221400,철원,강원,산63,대마,철원,월,사,35.0,12,0.0,0.0,22.5,0.8,0.0
4930,WNW, ,0.01,70,15,200110191545,0.0,0.0,33.0,성묘객실화,경기,200110191530,목현,경기,산82, ,광주,금,사,9.0,9,0.0,0.0,20.5,1.2,0.0
4931,SE, ,0.15,20,115,200109291225,0.0,0.0,37.0,밭두렁소각,전남,200109291110,삼호,전남,산21-1,용당,영암,토,사,19.4,15,0.0,0.0,23.9,3.5,0.0
4932,NE, ,0.1,300,120,200109281945,0.0,0.0,33.0,입산자실화추정,경기,200109281825,안양,경기,산79-3, ,안양,금,사,18.6,43,0.0,0.0,24.0,0.9,0.0
4933,E, ,0.1,0,30,200109281550,0.0,0.0,51.0,입산자실화추정,경북,200109281520,양남,경북,산44,서동,경주,금,사,2.0,7,0.0,0.0,22.7,4.4,0.0
4934,ESE, ,0.01,0,40,200109281350,0.0,0.0,34.0,입산자실화추정,대전,200109281310,괴곡,대전,산53-1, ,서,금,사,0.9,18,0.0,0.0,26.8,4.3,0.0
4935,SE, ,0.5,2500,130,200109281330,0.0,0.0,39.0,농산폐기물소각,경기,200109281200,팔탄,경기,산60,하저,화성,금,사,6.0,14,0.0,0.0,23.9,2.7,0.0
4936,ESE, ,0.01,0,30,200109281100,0.0,0.0,51.0,입산자실화추정,대전,200109281030,세,대전,산79, ,유성,금,사,0.9,18,0.0,0.0,21.8,2.2,0.0
4937,WNW, ,0.1,270,40,200109261500,0.0,0.0,45.0,입산자실화추정,경북,200109261420,서후,경북,산103,자품,안동,수,사,1.3,6,0.0,0.0,22.6,1.3,0.0
4938,NW, ,0.2,20,50,200109231730,0.0,0.0,26.0,담뱃불실화추정,충북,200109231640,군북,충북,산12,이평,옥천,일,사,0.5,5,0.0,0.0,22.2,3.0,0.0
4939,NW, ,0.17,190,50,200109231620,0.0,0.0,42.0,성묘객실화,충남,200109231530,서천,충남,산1-25,신송,서천,일,사,20.3,38,0.0,0.0,22.7,7.2,0.0
4940,NNW, ,1.0,5936,235,200109231730,0.0,0.0,26.0,입산자실화추정,충북,200109231455,부용,중부,산27,금호,청원,일,국,4.4,14,0.0,0.0,24.3,1.5,0.0
4941,SW, ,0.01,0,30,200109231440,0.0,0.0,27.0,입산자실화추정,대전,200109231410,방현,대전,산6, ,유성,일,사,0.9,13,0.0,0.0,24.6,1.7,0.0
4942,WNW, ,0.1,0,125,200109231440,0.0,0.0,36.0,입산자실화추정,경기,200109231315,왕곡,경기,산4-1, ,의왕,일,사,18.6,38,0.0,0.0,22.6,2.2,0.0
4943,SE, ,0.66,211,448,200109231800,0.0,0.0,29.0,휴경지소각,대전,200109231312,주촌,대전,산36-2, ,동,일,사,0.9,13,0.0,0.0,24.3,2.5,0.0
4944,S, ,0.01,0,30,200109231230,0.0,0.0,33.0,입산자실화추정,대전,200109231200,복수,대전,산2-3, ,서,일,사,0.9,13,0.0,0.0,21.9,2.6,0.0
4945,ENE, ,0.1,300,100,200109211435,0.0,0.0,38.0,입산자실화추정,경기,200109211335,안양,경기,산62-2, ,안양,금,사,18.6,36,0.0,0.0,23.1,6.3,0.0
4946,NNE, ,0.1,739,54,200109211119,0.0,0.0,42.0,가스폭발,인천,200109211025,덕교,인천,산73-2, ,중,금,사,5.0,36,0.0,0.0,23.1,0.5,0.0
4947,NNW, ,0.2,1600,210,200109202130,0.0,0.0,61.0,입산자실화추정,충남,200109201920,종천,중부,산35-1,산천,서천,목,국,20.3,35,0.0,0.0,22.9,4.7,0.0
4948,NNW, ,0.2,0,150,200109181720,0.0,0.0,30.0,입산자실화추정,인천,200109181530,금곡,인천,산106-4, ,서,화,사,5.0,33,0.0,0.0,27.5,3.0,0.0
4949,SW, ,0.2,520,110,200109161650,0.0,0.0,37.0,입산자실화추정,충남,200109161540,규암,충남,산19-9,신,부여,일,사,20.0,4,0.0,0.0,30.5,2.3,0.0
4950,NW, ,0.1,5,115,200109161645,0.0,0.0,33.0,성묘객실화추정,충북,200109161530,부용,충북,산36,등곡,청원,일,사,4.4,7,0.0,0.0,29.4,2.7,0.0
4951,WNW, ,2.3,4500,455,200109131825,0.0,0.0,47.0,농산폐기물소각,전남,200109131330,비금,전남,산134-3,죽림,신안,목,사,2.2,3,0.0,0.0,25.7,2.7,0.0
4952,WNW, ,2.0,5390,300,200109131600,0.0,0.0,47.0,농산폐기물소각,전남,200109131300,지도,전남,산51,태천,신안,목,사,2.2,3,0.0,0.0,25.7,2.7,0.0
4953,ENE, ,0.3,800,130,200109121900,0.0,0.0,40.0,입산자실화추정,충남,200109121730,비인,충남,산55,성북,서천,수,사,20.3,27,0.0,0.0,26.1,6.4,0.0
4954,정온, ,0.05,120,35,200109121225,0.0,0.0,40.0,성묘객실화추정,전남,200109121150,산동,전남,산6-1,이평,구례,수,사,3.0,3,0.0,0.0,26.2,0.0,0.0
4955,E, ,0.05,135,100,200109091520,0.0,0.0,58.0,입산자실화추정,전북,200109091420,옥구,전북,산38-2,선제,군산,일,사,20.3,24,0.0,0.0,28.4,3.0,0.0
4956,NW, ,2.4,6400,420,200109081930,0.0,0.0,49.0,논두렁소각,전남,200109081510,하의,전남,산77-1,웅곡,신안,토,사,0.6,1,0.0,0.0,29.4,5.9,0.0
4957,WNW, ,0.15,0,220,200109040930,0.0,0.0,68.0,입산자실화추정,전북,200109040710,중인,전북,산26, ,전주,화,사,13.3,20,0.0,0.0,22.0,1.7,0.0
4958,WSW, ,0.16,150,153,200106171340,0.0,0.0,53.0,입산자실화추정,인천,200106171147,청천,인천,산60-1, ,부평,일,사,9.1,2,0.0,0.0,27.7,2.6,0.0
4959,NW, ,1.0,300,230,200106161400,0.0,0.0,50.0,논두렁소각,충북,200106161130,칠성,충북,산27,갈읍,괴산,토,사,6.0,10,0.0,0.0,25.2,2.4,0.0
4960,S, ,0.5,350,310,200106161430,0.0,0.0,46.0,입산자실화추정,충북,200106161120,봉양,충북,산34-1,명암,제천,토,사,2.0,3,0.0,0.0,23.8,0.9,0.0
4961,NW, ,0.1,260,300,200106151600,0.0,0.0,35.0,농산폐기물소각,충남,200106151300,구항,충남,산34-1,마온,홍성,금,사,0.7,1,0.0,0.0,27.0,4.4,0.0
4962,ESE, ,1.7,4585,245,200106151215,0.0,0.0,48.0,쓰레기소각,전북,200106150930,웅포,전북,산127,제성,익산,금,사,3.8,2,0.0,0.0,22.7,3.4,0.0
4963,ENE, ,0.07,270,104,200106130442,0.0,0.0,69.0,입산자실화추정,부산,200106130338,명장,부산,산99-2, ,동래,수,사,3.2,8,0.0,0.0,20.0,4.7,0.0
4964,SSW, ,0.1,0,35,200106111340,0.0,0.0,37.0,입산자실화추정,경기,200106111305,소흘,북부,산50-9,직동,포천,월,국,2.6,10,0.0,0.0,30.2,2.6,0.0
4965,SSE, ,1.0,2697,155,200106111255,0.0,0.0,58.0,농산폐기물소각,전북,200106111100,삼계,전북,산11,산수,임실,월,사,0.5,5,0.0,0.0,24.2,1.9,0.0
4966,E, ,1.1,3057,1420,200106110650,0.0,0.0,54.0,입산자실화추정,경북,200106101630,신령,경북,산161-1,치산,영천,일,사,0.5,5,0.0,0.0,25.2,6.6,0.0
4967,SSE, ,0.05,0,152,200106101620,0.0,0.0,23.0,입산자실화추정,강원,200106101428,북,강원,산202,덕상,영월,일,사,0.8,10,0.0,0.0,31.8,0.9,0.0
4968,SSW, ,0.3,84,100,200106101330,0.0,0.0,37.0,담뱃불실화추정,경북,200106101230,영양,경북,산33,하원,영양,일,사,9.0,2,0.0,0.0,28.6,2.0,0.0
4969,NE, ,0.1,0,510,200106100100,0.0,0.0,74.0,낙뢰추정,강원,200106091950,상서,북부,산70,산양,화천,토,국,1.7,8,0.0,0.0,20.8,1.9,0.0
4970,ENE, ,4.5,12137,1124,200106090805,0.0,0.0,61.0,전투기추락,경북,200106082041,풍천,경북,산76,금계,안동,금,사,6.6,16,0.0,0.0,21.0,3.2,0.0
4971,SE, ,4.0,990,200,200106081700,0.0,0.0,35.0,입산자실화추정,충북,200106081500,덕산,충북,산1-1,월악,제천,금,사,0.5,7,0.0,0.0,31.8,2.0,0.0
4972,SW, ,0.02,0,24,200106062220,0.0,0.0,60.0,담뱃불실화추정,서울,200106062156,중곡,서울,산3-68, ,광진,수,사,7.9,15,0.0,0.0,22.5,2.3,0.0
4973,SW, ,0.01,0,57,200106062221,0.0,0.0,57.0,담뱃불실화추정,서울,200106062124,신림,서울,산29-1, ,관악,수,사,7.9,15,0.0,0.0,26.8,1.3,0.0
4974,SSW, ,0.3,809,130,200106041920,0.0,0.0,34.0,입산자실화추정,경북,200106041750,조양,경북,산6, ,경주,월,사,1.0,5,0.0,0.0,30.3,1.2,0.0
4975,SW, ,0.3,809,48,200106041238,0.0,0.0,35.0,취사행위,경북,200106041150,상운,경북,산190,하눌,봉화,월,사,1.5,8,0.0,0.0,29.6,2.5,0.0
4976,SW, ,0.1,0,45,200106040535,0.0,0.0,74.0,입산자실화추정,대전,200106040450,월평,대전,산15-1, ,서,월,사,22.3,13,0.0,0.0,19.9,3.5,0.0
4977,WSW, ,1.0,2697,210,200106031740,0.0,0.0,25.0,농산폐기물소각,전남,200106031530,동강,전남,산45,월양,나주,일,사,2.0,5,0.0,0.0,30.3,3.6,0.0
4978,WNW, ,0.8,0,1545,200106040650,0.0,0.0,15.0,입산자실화추정,강원,200106031505,현내,동부,산167,마달,고성,일,국,0.5,3,0.0,0.0,33.2,5.4,0.0
4979,WSW, ,0.3,469,155,200106031620,0.0,0.0,21.0,입산자실화추정,경북,200106031425,재산,남부,산582-1,갈산,봉화,일,국,1.5,7,0.0,0.0,32.2,3.5,0.0
4980,SSW, ,0.3,92,40,200106031450,0.0,0.0,27.0,입산자실화추정,대전,200106031410,죽,대전,산15-3, ,유성,일,사,22.3,12,0.0,0.0,29.6,5.6,0.0
4981,ENE, ,0.13,300,430,200106031540,0.0,0.0,44.0,입산자실화추정,전남,200106031110,무정,전남,산68-2,봉안,담양,일,사,2.0,5,0.0,0.0,25.3,0.7,0.0
4982,SW, ,1.0,530,450,200106031150,0.0,0.0,23.0,낙뢰추정,강원,200106030700,왕산,동부,산460-1,목계,강릉,일,국,4.0,3,0.0,0.0,25.2,4.3,0.0
4983,NW, ,0.1,0,155,200106021515,0.0,0.0,44.0,입산자실화추정,경기,200106021320,설악,북부,산58-1,가일,가평,토,국,3.0,1,0.0,0.0,26.0,1.3,0.0
4984,W, ,0.5,0,540,200106012220,0.0,0.0,35.0,낙뢰추정,강원,200106011640,하동,동부,산24-2,내,영월,금,국,0.8,1,0.0,0.0,23.3,1.8,0.0
4985,W, ,0.1,50,125,200106011110,0.0,0.0,59.0,입산자실화추정,강원,200106010945,평창,강원,산20,뇌운,평창,금,사,2.3,1,0.0,0.0,13.7,7.7,0.0
4986,W, ,0.1,0,44,200105312350,0.0,0.0,68.0,입산자실화추정,인천,200105312306,선원,인천,산47,금월,강화,목,사,0.5,1,0.0,0.0,15.8,4.4,0.0
4987,WNW, ,0.1,395,110,200105311900,0.0,0.0,26.0,입산자실화추정,충북,200105311750,산척,중부,산2-1,영덕,충주,목,국,1.5,9,0.0,0.0,23.4,6.2,0.0
4988,NE, ,2.0,1859,500,200105301330,0.0,0.0,36.0,입산자실화추정,강원,200105300830,원덕,동부,산322,이천,삼척,수,국,2.1,7,0.0,0.0,22.2,1.2,0.0
4989,SSW, ,0.6,1200,630,200105300620,0.0,0.0,82.0,입산자실화추정,경남,200105292350,생림,경남,산123-3,마사,김해,화,사,0.5,3,0.0,0.0,19.4,1.4,0.0
4990,N, ,0.5,1348,135,200105291750,0.0,0.0,20.0,입산자실화추정,전북,200105291615,구이,전북,산174,계곡,완주,화,사,1.9,15,0.0,0.0,30.2,3.0,0.0
4991,SSE, ,0.1,270,110,200105291620,0.0,0.0,36.0,농산폐기물소각,경남,200105291510,진전,경남,산62-1,고사,마산,화,사,0.6,6,0.0,0.0,24.8,3.5,0.0
4992,NW, ,1.0,2697,240,200105291640,0.0,0.0,29.0,담뱃불실화,전북,200105291400,행안,전북,산47-1,진동,부안,화,사,1.5,7,0.0,0.0,29.7,2.5,0.0
4993,NNE, ,0.5,780,205,200105291530,0.0,0.0,28.0,농산폐기물소각,강원,200105291325,북,강원,산162,한계,인제,화,사,4.0,20,0.0,0.0,28.8,2.8,0.0
4994,SSE, ,23.4,63110,650,200105291840,0.0,0.0,44.0,기계톱과열,강원,200105291150,거진,강원,산204,석문,고성,화,사,0.6,3,0.0,0.0,24.2,4.4,0.0
4995,SW, ,0.1,0,100,200105291150,0.0,0.0,43.0,입산자실화추정,강원,200105291050,북,강원,산135,구절,정선,화,사,3.1,7,0.0,0.0,22.8,1.1,0.0
4996,SSW, ,0.9,2427,150,200105281545,0.0,0.0,63.0,담뱃불실화추정,경남,200105281355,생림,경남,산123-3,마사,김해,월,사,0.5,2,0.0,0.0,24.5,6.4,0.0
4997,SSE, ,0.16,0,55,200105271720,0.0,0.0,24.0,입산자실화추정,경남,200105271625,상북,경남,산18,좌삼,양산,일,사,2.0,4,0.0,0.0,28.6,3.4,0.0
4998,W, ,0.7,1888,125,200105271750,0.0,0.0,25.0,산채채취자추정,경북,200105271625,사곡,경북,산108,음지,의성,일,사,3.0,5,0.0,0.0,28.5,4.1,0.0
4999,NE, ,0.3,0,205,200105231635,0.0,0.0,37.0,입산자실화추정,강원,200105231430,북산,강원,산69,추곡,춘천,수,사,2.7,1,0.0,0.0,28.0,2.6,0.0
5000,E, ,0.03,0,20,200105211320,0.0,0.0,44.0,포도밭소각,경북,200105211300,용궁,경북,산18,향석,예천,월,사,4.0,12,0.0,0.0,25.6,5.2,0.0
5001,WNW, ,0.8,2157,220,200105201700,0.0,0.0,34.0,입산자실화추정,충북,200105201440,신니,충북,산11,문락,충주,일,사,0.5,13,0.0,0.0,29.6,2.0,0.0
5002,SW, ,1.5,4046,150,200105201550,0.0,0.0,39.0,입산자실화추정,경북,200105201400,도산,경북,산77,가송,안동,일,사,7.5,13,0.0,0.0,29.7,2.2,0.0
5003,SW, ,0.01,0,25,200105201125,0.0,0.0,32.0,차량화재,강원,200105201100,연곡,강원,산74,삼산,강릉,일,사,2.7,11,0.0,0.0,30.2,4.6,0.0
5004,WSW, ,0.07,188,120,200105200520,0.0,0.0,69.0,입산자실화추정,경북,200105200400,지품,경북,산5-1,삼화,영덕,일,사,5.0,20,0.0,0.0,20.0,2.1,0.0
5005,SW, ,0.7,1888,220,200105200505,0.0,0.0,36.0,가옥화재,강원,200105200245,성산,강원,산43,금산,강릉,일,사,2.7,11,0.0,0.0,25.2,5.8,0.0
5006,ENE, ,0.6,939,135,200105191800,0.0,0.0,43.0,입산자실화추정,울산,200105191625,상북,남부,산2,이천,울주,토,국,2.9,11,0.0,0.0,27.9,1.5,0.0
5007,WSW, ,0.2,538,40,200105191645,0.0,0.0,25.0,휴경지소각,경북,200105191605,고로,경북,산61,학성,군위,토,사,0.5,11,0.0,0.0,31.3,3.2,0.0
5008,SSE, ,0.1,270,110,200105191430,0.0,0.0,33.0,입산자실화추정,경남,200105191320,거창,경남,산104-1,송정,거창,토,사,1.0,11,0.0,0.0,29.1,1.8,0.0
5009,SW, ,0.5,1349,100,200105191310,0.0,0.0,40.0,입산자실화추정,경북,200105191210,남후,경북,산112,고하,안동,토,사,7.5,12,0.0,0.0,26.7,2.9,0.0
5010,WSW, ,0.16,50,114,200105191130,0.0,0.0,53.0,입산자실화추정,강원,200105191016,갑천,강원,산145,상대,횡성,토,사,1.5,10,0.0,0.0,22.1,2.1,0.0
5011,SW, ,0.1,0,25,200105181640,0.0,0.0,46.0,입산자실화추정,대전,200105181615,침산,대전,산35-2, ,중,금,사,6.4,11,0.0,0.0,26.5,4.8,0.0
5012,SSW, ,11.0,27339,1915,200105190750,0.0,0.0,38.0,쓰레기소각,경북,200105181235,축산,경북,산5,기암,영덕,금,사,5.0,18,0.0,0.0,26.7,3.0,0.0
5013,SW, ,0.1,0,100,200105181215,0.0,0.0,53.0,입산자실화추정,강원,200105181115,간동,북부,산64,오음,화천,금,국,1.9,9,0.0,0.0,23.2,2.7,0.0
5014,SW, ,0.1,270,105,200105171540,0.0,0.0,14.0,방화,경북,200105171435,법전,경북,산27,척곡,봉화,목,사,1.0,9,0.0,0.0,30.5,3.4,0.0
5015,SW, ,0.01,0,9,200105171429,0.0,0.0,34.0,담뱃불실화추정,서울,200105171420,봉원,서울,산3-1, ,서대문,목,사,0.7,2,0.0,0.0,26.0,3.5,0.0
5016,SW, ,0.17,0,46,200105171503,0.0,0.0,34.0,담뱃불실화추정,서울,200105171417,세곡,서울,산50-13, ,강남,목,사,0.7,2,0.0,0.0,26.0,3.5,0.0
5017,WSW, ,0.5,782,215,200105171625,0.0,0.0,13.0,입산자실화추정,경북,200105171410,서,남부,산17,왕피,울진,목,국,7.6,10,0.0,0.0,30.6,3.8,0.0
5018,WNW, ,0.5,1348,340,200105171740,0.0,0.0,24.0,논두렁소각,충남,200105171400,복수,충남,산40-5,용진,금산,목,사,8.5,10,0.0,0.0,27.7,3.2,0.0
5019,WNW, ,1.7,4585,330,200105171730,0.0,0.0,29.0,입산자실화추정,경기,200105171400,양동,경기,산242-1,금왕,양평,목,사,10.0,10,0.0,0.0,27.5,0.9,0.0
5020,WNW, ,3.2,8630,240,200105171525,0.0,0.0,18.0,입산자실화추정,전남,200105171245,승주,전남,산41,봉덕,순천,목,사,0.5,9,0.0,0.0,29.1,2.4,0.0
5021,SSE, ,0.9,2427,405,200105171505,0.0,0.0,33.0,농산폐기물소각,전북,200105171100,덕치,전북,산8,두지,임실,목,사,10.5,9,0.0,0.0,22.5,2.8,0.0
5022,NE, ,0.3,809,230,200105170640,0.0,0.0,76.0,입산자실화추정,경기,200105170410,별내,경기,산5-1,덕송,남양주,목,사,0.7,2,0.0,0.0,14.7,0.4,0.0
5023,W, ,17.0,61248,1900,200105170900,0.0,0.0,15.0,입산자실화추정,경북,200105161400,길안,남부,산111-1,묵계,안동,수,국,7.5,9,0.0,0.0,25.7,4.6,0.0
5024,NE, ,1.0,900,310,200105161640,0.0,0.0,20.0,입산자실화추정,강원,200105161330,양구,강원,산345,상무룡,양구,수,사,4.0,7,0.0,0.0,22.1,3.3,0.0
5025,W, ,1.0,2697,230,200105161510,0.0,0.0,16.0,입산자실화추정,경북,200105161240,불정,경북,산32-1, ,문경,수,사,4.0,7,0.0,0.0,25.1,6.1,0.0
